SETTLEMENTDATE,ALLSKY_SFC_SW_DWN,T2M,T2MDEW,T2MWET,RH2M,PS,WS2M
2025/04/28 07:00:00,114.03,13.19,11.59,12.39,89.8,97.57,2.55
2025/04/28 08:00:00,281.1,15.37,11.46,13.42,77.39,97.62,2.76
2025/04/28 09:00:00,439.58,18.4,11.08,14.74,62.24,97.61,2.75
2025/04/28 10:00:00,564.83,20.62,10.78,15.7,53.17,97.57,2.07
2025/04/28 11:00:00,630.65,21.79,10.62,16.2,48.97,97.5,1.56
2025/04/28 12:00:00,544.58,23.27,10.44,16.86,44.18,97.41,1.56
2025/04/28 13:00:00,451.73,24.11,10.07,17.09,40.99,97.34,1.61
2025/04/28 14:00:00,399.92,24.31,9.65,16.98,39.36,97.31,1.77
2025/04/28 15:00:00,248.9,23.82,9.44,16.63,39.96,97.29,1.95
2025/04/28 16:00:00,100.3,22.7,9.47,16.08,42.88,97.32,2.09
2025/04/28 17:00:00,5.3,19.91,10.13,15.02,53.18,97.38,1.26
2025/04/28 18:00:00,0.0,18.9,10.78,14.84,59.15,97.44,1.58
2025/04/28 19:00:00,0.0,18.12,11.35,14.73,64.45,97.49,1.74
2025/04/28 20:00:00,0.0,16.94,11.42,14.18,69.86,97.52,1.63
2025/04/28 21:00:00,0.0,15.9,11.16,13.53,73.28,97.54,1.47
2025/04/28 22:00:00,0.0,15.1,10.67,12.88,74.7,97.54,1.37
2025/04/28 23:00:00,0.0,14.31,10.1,12.2,75.65,97.53,1.32
2025/04/29 00:00:00,0.0,13.57,9.56,11.57,76.58,97.53,1.29
2025/04/29 01:00:00,0.0,12.88,9.12,11.0,77.81,97.52,1.25
2025/04/29 02:00:00,0.0,12.25,8.81,10.53,79.44,97.5,1.16
2025/04/29 03:00:00,0.0,11.79,8.65,10.22,80.87,97.5,1.07
2025/04/29 04:00:00,0.0,11.51,8.55,10.03,81.96,97.53,0.99
2025/04/29 05:00:00,0.0,11.4,8.49,9.95,82.15,97.59,0.88
2025/04/29 06:00:00,0.0,11.4,8.47,9.93,82.09,97.66,0.76
2025/04/29 07:00:00,82.0,12.9,8.49,10.7,74.41,97.71,1.21
2025/04/29 08:00:00,212.7,14.98,8.5,11.74,65.03,97.75,0.96
2025/04/29 09:00:00,345.42,18.83,8.31,13.57,50.29,97.75,1.43
2025/04/29 10:00:00,510.73,20.99,8.58,14.79,44.78,97.71,2.03
2025/04/29 11:00:00,595.05,22.35,8.7,15.52,41.58,97.64,2.59
2025/04/29 12:00:00,585.6,23.15,8.59,15.87,39.3,97.55,2.99
2025/04/29 13:00:00,531.25,23.42,8.24,15.83,37.78,97.49,3.19
2025/04/29 14:00:00,409.08,23.24,7.77,15.51,36.98,97.46,3.08
2025/04/29 15:00:00,265.05,22.72,7.31,15.01,36.99,97.47,2.77
2025/04/29 16:00:00,105.05,21.58,6.97,14.27,38.7,97.5,2.07
2025/04/29 17:00:00,4.7,18.59,7.08,12.84,47.03,97.56,0.89
2025/04/29 18:00:00,0.0,17.79,6.9,12.35,48.8,97.63,0.99
2025/04/29 19:00:00,0.0,17.33,6.86,12.1,50.11,97.68,1.1
2025/04/29 20:00:00,0.0,16.64,6.88,11.76,52.45,97.72,1.11
2025/04/29 21:00:00,0.0,15.85,7.04,11.44,55.69,97.74,1.0
2025/04/29 22:00:00,0.0,15.16,7.48,11.32,60.11,97.74,0.99
2025/04/29 23:00:00,0.0,14.47,8.39,11.43,66.8,97.72,1.25
2025/04/30 00:00:00,0.0,13.59,9.57,11.58,76.62,97.7,1.51
2025/04/30 01:00:00,0.0,13.05,10.55,11.8,84.74,97.69,1.86
2025/04/30 02:00:00,0.0,13.0,10.94,11.97,87.2,97.69,2.54
2025/04/30 03:00:00,0.0,12.78,10.94,11.86,88.48,97.71,2.95
2025/04/30 04:00:00,0.0,12.61,10.84,11.73,88.87,97.75,3.12
2025/04/30 05:00:00,0.0,12.59,10.78,11.69,88.62,97.81,3.01
2025/04/30 06:00:00,0.0,12.76,10.75,11.76,87.38,97.88,3.29
2025/04/30 07:00:00,51.8,13.97,10.69,12.33,80.51,97.95,4.4
2025/04/30 08:00:00,152.8,15.5,10.51,13.01,72.01,98.01,5.25
2025/04/30 09:00:00,261.55,17.21,9.87,13.54,61.88,98.02,5.97
2025/04/30 10:00:00,358.08,18.45,9.24,13.85,54.88,98.03,5.77
2025/04/30 11:00:00,357.33,19.03,8.66,13.85,50.86,98.01,5.42
2025/04/30 12:00:00,339.17,18.69,8.16,13.42,50.2,97.99,5.22
2025/04/30 13:00:00,313.05,18.33,7.6,12.96,49.49,97.98,5.3
2025/04/30 14:00:00,244.23,18.28,6.95,12.62,47.49,97.99,5.44
2025/04/30 15:00:00,175.02,17.96,6.36,12.16,46.5,98.02,5.5
2025/04/30 16:00:00,81.65,16.96,5.9,11.43,47.95,98.09,5.4
2025/04/30 17:00:00,4.78,15.15,5.7,10.43,53.05,98.17,4.53
2025/04/30 18:00:00,0.0,13.76,5.88,9.82,58.79,98.25,3.87
2025/04/30 19:00:00,0.0,12.78,6.33,9.56,64.74,98.32,3.44
2025/04/30 20:00:00,0.0,12.41,6.91,9.66,68.97,98.36,3.86
2025/04/30 21:00:00,0.0,11.66,7.37,9.51,74.78,98.4,3.19
2025/04/30 22:00:00,0.0,10.85,7.74,9.29,80.98,98.42,2.97
2025/04/30 23:00:00,0.0,9.97,7.94,8.95,87.05,98.44,2.59
2025/05/01 00:00:00,0.0,9.13,7.94,8.54,92.12,98.46,2.26
2025/05/01 01:00:00,0.0,8.46,7.82,8.14,95.56,98.47,2.28
2025/05/01 02:00:00,0.0,7.96,7.57,7.77,97.25,98.47,2.44
2025/05/01 03:00:00,0.0,7.61,7.18,7.39,96.91,98.48,2.58
2025/05/01 04:00:00,0.0,7.26,6.77,7.02,96.53,98.53,2.65
2025/05/01 05:00:00,0.0,7.04,6.46,6.75,95.86,98.59,2.91
2025/05/01 06:00:00,0.0,6.97,6.24,6.6,94.96,98.65,3.09
2025/05/01 07:00:00,122.45,7.7,6.34,7.02,90.99,98.71,3.39
2025/05/01 08:00:00,308.98,9.77,6.55,8.16,80.18,98.77,4.13
2025/05/01 09:00:00,477.08,12.89,6.52,9.71,65.1,98.78,4.68
2025/05/01 10:00:00,599.95,15.81,6.1,10.95,52.3,98.76,4.79
2025/05/01 11:00:00,640.2,17.88,5.55,11.71,44.14,98.71,4.71
2025/05/01 12:00:00,606.3,19.16,5.03,12.1,39.29,98.63,4.75
2025/05/01 13:00:00,510.7,19.83,4.6,12.21,36.64,98.56,4.87
2025/05/01 14:00:00,413.75,19.88,4.24,12.06,35.56,98.52,4.96
2025/05/01 15:00:00,278.73,19.32,3.99,11.65,36.2,98.54,4.9
2025/05/01 16:00:00,118.4,17.98,3.92,10.95,39.16,98.6,4.52
2025/05/01 17:00:00,5.3,15.2,4.1,9.65,47.4,98.66,3.17
2025/05/01 18:00:00,0.0,13.57,4.55,9.06,54.34,98.75,3.38
2025/05/01 19:00:00,0.0,12.32,5.16,8.74,61.56,98.83,3.39
2025/05/01 20:00:00,0.0,11.34,5.82,8.58,68.64,98.87,3.2
2025/05/01 21:00:00,0.0,10.52,6.36,8.44,75.23,98.89,3.0
2025/05/01 22:00:00,0.0,9.72,6.82,8.27,81.99,98.89,2.87
2025/05/01 23:00:00,0.0,8.92,7.25,8.08,89.15,98.89,2.76
2025/05/02 00:00:00,0.0,8.21,7.49,7.85,95.16,98.9,2.67
2025/05/02 01:00:00,0.0,7.62,7.49,7.55,98.92,98.91,2.53
2025/05/02 02:00:00,0.0,7.58,7.31,7.45,97.97,98.9,2.84
2025/05/02 03:00:00,0.0,7.71,7.15,7.43,96.06,98.9,3.13
2025/05/02 04:00:00,0.0,7.64,7.06,7.35,95.94,98.93,2.96
2025/05/02 05:00:00,0.0,7.66,7.02,7.34,95.56,98.98,2.76
2025/05/02 06:00:00,0.0,7.93,6.99,7.46,93.58,99.05,2.87
2025/05/02 07:00:00,118.5,8.42,6.92,7.67,90.14,99.11,3.13
2025/05/02 08:00:00,305.27,9.58,6.95,8.27,83.53,99.17,3.28
2025/05/02 09:00:00,473.92,12.48,6.81,9.64,68.24,99.19,3.24
2025/05/02 10:00:00,597.72,16.27,5.43,10.85,48.5,99.15,3.09
2025/05/02 11:00:00,664.47,18.45,4.18,11.32,38.72,99.07,3.04
2025/05/02 12:00:00,668.35,19.84,3.21,11.53,33.14,98.95,2.85
2025/05/02 13:00:00,609.33,20.72,2.34,11.53,29.55,98.85,2.67
2025/05/02 14:00:00,490.55,21.07,1.59,11.33,27.38,98.78,2.54
2025/05/02 15:00:00,325.77,20.82,0.89,10.86,26.45,98.76,2.42
2025/05/02 16:00:00,133.07,19.17,1.37,10.27,30.36,98.76,1.43
2025/05/02 17:00:00,5.07,15.11,0.7,7.9,37.44,98.79,1.14
2025/05/02 18:00:00,0.0,13.51,0.1,6.8,39.72,98.87,1.25
2025/05/02 19:00:00,0.0,12.53,-0.12,6.21,41.73,98.93,1.31
2025/05/02 20:00:00,0.0,11.72,-0.04,5.84,44.27,98.99,1.38
2025/05/02 21:00:00,0.0,10.98,0.65,5.82,48.93,99.03,1.44
2025/05/02 22:00:00,0.0,10.26,2.07,6.17,56.8,99.04,1.45
2025/05/02 23:00:00,0.0,9.59,3.8,6.7,67.09,99.05,1.45
2025/05/03 00:00:00,0.0,8.99,5.13,7.06,76.62,99.06,1.41
2025/05/03 01:00:00,0.0,8.32,6.01,7.17,85.24,99.06,1.31
2025/05/03 02:00:00,0.0,7.62,6.65,7.14,93.48,99.06,1.22
2025/05/03 03:00:00,0.0,7.0,7.08,7.04,100.0,99.06,1.23
2025/05/03 04:00:00,0.0,6.49,7.32,6.9,100.0,99.09,1.34
2025/05/03 05:00:00,0.0,6.45,7.33,6.89,100.0,99.14,1.59
2025/05/03 06:00:00,0.0,7.03,7.04,7.04,99.99,99.2,2.55
2025/05/03 07:00:00,114.38,8.04,6.74,7.39,91.31,99.26,3.18
2025/05/03 08:00:00,300.58,10.44,6.68,8.56,77.33,99.3,2.92
2025/05/03 09:00:00,470.17,14.38,6.18,10.28,57.75,99.3,2.5
2025/05/03 10:00:00,595.75,18.01,4.88,11.45,41.8,99.25,1.55
2025/05/03 11:00:00,663.72,19.83,3.79,11.81,34.61,99.17,1.41
2025/05/03 12:00:00,668.62,21.05,2.64,11.85,29.59,99.07,1.36
2025/05/03 13:00:00,608.7,21.8,1.57,11.68,26.17,98.97,1.38
2025/05/03 14:00:00,490.45,22.06,0.64,11.35,24.08,98.91,1.38
2025/05/03 15:00:00,324.73,21.75,-0.16,10.8,23.19,98.88,1.33
2025/05/03 16:00:00,140.32,20.18,1.17,10.67,28.35,98.87,0.77
2025/05/03 17:00:00,0.0,17.34,-0.16,8.59,30.59,98.89,0.8
2025/05/03 18:00:00,0.0,16.29,-0.86,7.71,31.0,98.93,1.01
2025/05/03 19:00:00,0.0,15.09,-0.93,7.08,33.31,98.97,1.16
2025/05/03 20:00:00,0.0,13.71,-0.8,6.46,36.74,99.0,1.22
2025/05/03 21:00:00,0.0,12.49,-0.36,6.07,41.12,99.03,1.23
2025/05/03 22:00:00,0.0,11.35,0.64,5.99,47.87,99.05,1.25
2025/05/03 23:00:00,0.0,10.22,2.52,6.37,58.99,99.06,1.32
2025/05/04 00:00:00,0.0,9.57,4.61,7.09,71.3,99.06,1.36
2025/05/04 01:00:00,0.0,8.87,5.86,7.36,81.28,99.06,1.25
2025/05/04 02:00:00,0.0,8.19,6.49,7.34,88.88,99.04,1.2
2025/05/04 03:00:00,0.0,7.66,6.83,7.24,94.4,99.03,1.27
2025/05/04 04:00:00,0.0,7.25,7.08,7.17,98.65,99.04,1.36
2025/05/04 05:00:00,0.0,6.9,7.27,7.09,100.0,99.07,1.46
2025/05/04 06:00:00,0.0,6.6,7.38,6.99,100.0,99.09,1.57
2025/05/04 07:00:00,110.3,8.62,7.46,8.04,92.19,99.13,2.5
2025/05/04 08:00:00,293.9,11.68,7.39,9.54,74.79,99.15,2.89
2025/05/04 09:00:00,458.42,16.51,5.17,10.84,47.09,99.14,2.3
2025/05/04 10:00:00,584.78,19.97,3.22,11.59,32.93,99.1,1.86
2025/05/04 11:00:00,653.92,21.55,3.22,12.38,29.91,99.01,1.49
2025/05/04 12:00:00,644.47,22.63,3.81,13.22,29.19,98.92,1.27
2025/05/04 13:00:00,576.47,23.26,4.33,13.8,29.17,98.83,1.11
2025/05/04 14:00:00,457.98,23.38,4.59,13.99,29.49,98.75,0.84
2025/05/04 15:00:00,294.2,22.93,4.74,13.83,30.57,98.71,0.43
2025/05/04 16:00:00,115.35,21.72,5.67,13.69,35.26,98.68,0.16
2025/05/04 17:00:00,0.0,19.4,4.78,12.09,38.17,98.69,0.64
2025/05/04 18:00:00,0.0,17.44,4.23,10.83,41.5,98.7,1.04
2025/05/04 19:00:00,0.0,15.59,3.61,9.6,44.65,98.71,1.23
2025/05/04 20:00:00,0.0,14.25,2.82,8.54,46.06,98.72,1.24
2025/05/04 21:00:00,0.0,13.46,2.14,7.8,46.24,98.72,1.29
2025/05/04 22:00:00,0.0,12.71,2.15,7.43,48.56,98.71,1.33
2025/05/04 23:00:00,0.0,12.0,3.08,7.54,54.59,98.71,1.37
2025/05/05 00:00:00,0.0,11.67,5.4,8.54,65.67,98.7,1.49
2025/05/05 01:00:00,0.0,11.46,8.21,9.84,80.54,98.69,1.51
2025/05/05 02:00:00,0.0,11.18,10.32,10.75,94.33,98.67,1.41
2025/05/05 03:00:00,0.0,10.79,11.12,10.95,100.0,98.66,1.29
2025/05/05 04:00:00,0.0,10.54,11.44,10.99,100.0,98.67,1.32
2025/05/05 05:00:00,0.0,10.39,11.64,11.02,100.0,98.7,1.43
2025/05/05 06:00:00,0.0,10.36,11.83,11.1,100.0,98.73,1.59
2025/05/05 07:00:00,93.9,12.39,11.95,12.17,97.0,98.77,2.35
2025/05/05 08:00:00,270.4,15.7,11.96,13.83,78.28,98.8,3.31
2025/05/05 09:00:00,434.65,18.91,11.64,15.27,62.6,98.8,3.98
2025/05/05 10:00:00,562.65,21.17,11.27,16.22,53.08,98.75,3.99
2025/05/05 11:00:00,616.33,22.45,11.06,16.76,48.41,98.67,3.76
2025/05/05 12:00:00,585.3,23.37,10.85,17.11,45.14,98.56,3.57
2025/05/05 13:00:00,497.25,23.8,10.51,17.15,42.98,98.45,3.4
2025/05/05 14:00:00,367.88,23.52,10.18,16.85,42.81,98.36,3.13
2025/05/05 15:00:00,242.07,23.03,10.06,16.55,43.73,98.31,2.8
2025/05/05 16:00:00,100.15,21.85,10.31,16.08,47.75,98.27,1.69
2025/05/05 17:00:00,0.0,19.44,10.48,14.96,56.02,98.27,0.96
2025/05/05 18:00:00,0.0,18.67,10.59,14.63,59.23,98.31,1.0
2025/05/05 19:00:00,0.0,18.36,10.73,14.54,61.01,98.35,1.03
2025/05/05 20:00:00,0.0,17.66,10.79,14.22,63.92,98.36,1.08
2025/05/05 21:00:00,0.0,16.62,10.84,13.73,68.51,98.35,1.16
2025/05/05 22:00:00,0.0,15.32,10.89,13.11,74.78,98.31,1.21
2025/05/05 23:00:00,0.0,14.56,10.95,12.76,78.79,98.28,1.19
2025/05/06 00:00:00,0.0,13.94,11.02,12.48,82.37,98.22,1.19
2025/05/06 01:00:00,0.0,13.38,11.11,12.24,85.98,98.16,1.2
2025/05/06 02:00:00,0.0,12.85,11.21,12.03,89.61,98.13,1.2
2025/05/06 03:00:00,0.0,12.35,11.31,11.83,93.26,98.14,1.15
2025/05/06 04:00:00,0.0,11.9,11.39,11.65,96.55,98.17,1.1
2025/05/06 05:00:00,0.0,11.62,11.43,11.52,98.51,98.21,1.1
2025/05/06 06:00:00,0.0,11.62,11.46,11.54,98.78,98.26,1.14
2025/05/06 07:00:00,65.78,13.36,11.53,12.45,88.45,98.3,1.67
2025/05/06 08:00:00,183.95,16.23,11.58,13.9,73.78,98.32,2.62
2025/05/06 09:00:00,284.2,20.39,10.9,15.65,54.33,98.3,3.24
2025/05/06 10:00:00,401.0,22.92,9.5,16.21,42.43,98.24,3.65
2025/05/06 11:00:00,487.83,23.68,8.69,16.18,38.36,98.15,3.64
2025/05/06 12:00:00,492.42,23.78,8.25,16.02,36.97,98.06,3.59
2025/05/06 13:00:00,323.42,23.99,8.2,16.1,36.37,97.97,3.59
2025/05/06 14:00:00,275.58,24.08,8.29,16.18,36.42,97.92,3.61
2025/05/06 15:00:00,179.8,23.78,8.41,16.1,37.39,97.9,3.54
2025/05/06 16:00:00,71.28,22.52,8.69,15.61,41.15,97.91,2.72
2025/05/06 17:00:00,0.0,19.27,9.0,14.14,51.32,97.93,1.39
2025/05/06 18:00:00,0.0,18.78,9.26,14.02,53.79,97.95,1.57
2025/05/06 19:00:00,0.0,18.22,9.47,13.84,56.54,97.97,1.77
2025/05/06 20:00:00,0.0,17.4,9.59,13.5,60.01,97.97,1.96
2025/05/06 21:00:00,0.0,16.69,9.7,13.2,63.18,97.96,2.18
2025/05/06 22:00:00,0.0,15.83,9.81,12.82,67.32,97.92,2.23
2025/05/06 23:00:00,0.0,15.08,9.96,12.52,71.33,97.87,2.26
2025/05/07 00:00:00,0.0,14.73,10.15,12.44,73.85,97.83,2.54
2025/05/07 01:00:00,0.0,14.55,10.45,12.5,76.3,97.8,2.83
2025/05/07 02:00:00,0.0,14.05,10.79,12.42,80.63,97.77,2.71
2025/05/07 03:00:00,0.0,13.35,11.04,12.19,85.78,97.75,2.36
2025/05/07 04:00:00,0.0,12.65,11.26,11.96,91.08,97.74,2.04
2025/05/07 05:00:00,0.0,12.06,11.46,11.76,95.91,97.76,1.97
2025/05/07 06:00:00,0.0,11.6,11.58,11.59,99.69,97.79,1.98
2025/05/07 07:00:00,84.95,12.68,11.65,12.17,93.31,97.83,2.81
2025/05/07 08:00:00,249.3,15.09,11.66,13.38,79.8,97.85,3.05
2025/05/07 09:00:00,397.2,19.34,10.34,14.84,55.98,97.84,4.16
2025/05/07 10:00:00,520.4,22.8,7.98,15.39,38.56,97.8,5.59
2025/05/07 11:00:00,595.85,24.25,7.35,15.8,33.82,97.73,5.83
2025/05/07 12:00:00,577.62,25.08,7.25,16.17,31.96,97.66,5.96
2025/05/07 13:00:00,495.7,25.25,7.33,16.29,31.82,97.59,5.95
2025/05/07 14:00:00,393.95,24.79,7.34,16.07,32.69,97.56,5.74
2025/05/07 15:00:00,248.23,24.1,7.27,15.68,33.92,97.58,5.55
2025/05/07 16:00:00,93.07,22.85,7.19,15.02,36.42,97.62,4.83
2025/05/07 17:00:00,0.0,20.13,7.31,13.72,43.3,97.66,3.25
2025/05/07 18:00:00,0.0,18.25,7.97,13.11,50.95,97.72,2.81
2025/05/07 19:00:00,0.0,17.28,8.93,13.11,57.91,97.78,2.74
2025/05/07 20:00:00,0.0,16.24,9.31,12.77,63.33,97.84,2.54
2025/05/07 21:00:00,0.0,15.6,9.4,12.5,66.44,97.88,2.59
2025/05/07 22:00:00,0.0,14.44,9.46,11.95,71.9,97.9,2.29
2025/05/07 23:00:00,0.0,13.86,9.54,11.7,74.98,97.94,2.73
2025/05/08 00:00:00,0.0,13.0,9.69,11.35,80.16,97.97,2.63
2025/05/08 01:00:00,0.0,12.08,9.9,10.99,86.39,97.99,2.51
2025/05/08 02:00:00,0.0,11.15,10.02,10.59,92.61,98.03,2.57
2025/05/08 03:00:00,0.0,10.02,9.9,9.96,99.01,98.07,2.44
2025/05/08 04:00:00,0.0,9.11,9.29,9.2,100.0,98.16,2.35
2025/05/08 05:00:00,0.0,8.46,8.31,8.39,98.9,98.27,2.57
2025/05/08 06:00:00,0.0,7.62,7.32,7.47,97.77,98.36,2.36
2025/05/08 07:00:00,96.03,7.94,6.39,7.17,89.84,98.43,2.79
2025/05/08 08:00:00,270.02,10.53,4.68,7.61,67.09,98.48,3.27
2025/05/08 09:00:00,425.98,13.81,1.2,7.51,42.3,98.5,3.66
2025/05/08 10:00:00,537.22,16.39,-1.76,7.32,28.73,98.49,3.68
2025/05/08 11:00:00,603.92,18.32,-3.63,7.35,22.05,98.45,3.64
2025/05/08 12:00:00,638.7,19.47,-4.29,7.59,19.47,98.41,4.07
2025/05/08 13:00:00,578.17,19.81,-4.12,7.85,19.33,98.39,4.55
2025/05/08 14:00:00,444.92,19.47,-3.59,7.94,20.58,98.38,4.84
2025/05/08 15:00:00,284.05,18.52,-2.97,7.78,22.94,98.38,4.65
2025/05/08 16:00:00,110.8,16.91,-2.28,7.31,26.7,98.39,3.85
2025/05/08 17:00:00,0.0,13.7,-1.6,6.05,34.54,98.44,2.42
2025/05/08 18:00:00,0.0,12.65,-1.09,5.78,38.43,98.51,2.84
2025/05/08 19:00:00,0.0,11.52,-0.63,5.45,42.92,98.56,2.44
2025/05/08 20:00:00,0.0,10.54,-0.26,5.14,47.07,98.6,2.2
2025/05/08 21:00:00,0.0,9.91,0.03,4.97,50.15,98.63,2.3
2025/05/08 22:00:00,0.0,9.32,0.24,4.78,52.99,98.64,2.33
2025/05/08 23:00:00,0.0,8.9,0.44,4.67,55.2,98.63,2.33
2025/05/09 00:00:00,0.0,8.85,0.75,4.8,56.63,98.63,2.44
2025/05/09 01:00:00,0.0,8.74,1.17,4.95,58.89,98.65,2.33
2025/05/09 02:00:00,0.0,8.44,1.77,5.11,62.82,98.68,2.2
2025/05/09 03:00:00,0.0,8.0,2.78,5.39,69.47,98.73,2.14
2025/05/09 04:00:00,0.0,7.52,3.82,5.67,77.31,98.79,2.14
2025/05/09 05:00:00,0.0,6.99,4.41,5.7,83.52,98.85,2.05
2025/05/09 06:00:00,0.0,6.47,4.62,5.54,87.76,98.91,1.97
2025/05/09 07:00:00,93.53,7.57,4.74,6.15,82.03,98.97,2.91
2025/05/09 08:00:00,275.65,10.38,4.76,7.57,68.0,99.01,3.14
2025/05/09 09:00:00,438.85,14.29,3.94,9.11,49.67,99.01,2.67
2025/05/09 10:00:00,558.7,17.6,2.33,9.96,35.86,98.98,1.27
2025/05/09 11:00:00,622.7,19.57,1.35,10.46,29.52,98.91,1.04
2025/05/09 12:00:00,622.62,20.83,0.67,10.75,26.0,98.82,1.24
2025/05/09 13:00:00,561.95,21.53,0.27,10.9,24.21,98.74,1.45
2025/05/09 14:00:00,445.08,21.71,0.06,10.89,23.57,98.67,1.61
2025/05/09 15:00:00,286.2,21.33,-0.23,10.55,23.62,98.64,1.71
2025/05/09 16:00:00,107.05,19.33,1.06,10.2,29.39,98.64,0.96
2025/05/09 17:00:00,0.0,15.58,0.01,7.8,34.5,98.66,1.15
2025/05/09 18:00:00,0.0,14.07,-0.27,6.9,37.25,98.68,1.22
2025/05/09 19:00:00,0.0,13.08,-0.24,6.42,39.85,98.72,1.25
2025/05/09 20:00:00,0.0,12.22,-0.06,6.08,42.72,98.73,1.26
2025/05/09 21:00:00,0.0,11.45,0.37,5.91,46.36,98.75,1.25
2025/05/09 22:00:00,0.0,10.69,1.01,5.85,51.09,98.74,1.2
2025/05/09 23:00:00,0.0,9.88,1.57,5.73,56.27,98.74,1.22
2025/05/10 00:00:00,0.0,9.23,2.08,5.65,60.95,98.75,1.3
2025/05/10 01:00:00,0.0,8.62,2.94,5.78,67.62,98.76,1.31
2025/05/10 02:00:00,0.0,7.99,4.47,6.23,78.68,98.78,1.25
2025/05/10 03:00:00,0.0,7.33,6.08,6.71,91.86,98.79,1.08
2025/05/10 04:00:00,0.0,6.78,7.21,7.0,100.0,98.83,1.0
2025/05/10 05:00:00,0.0,6.38,7.79,7.08,100.0,98.89,1.03
2025/05/10 06:00:00,0.0,6.16,7.99,7.07,100.0,98.95,1.15
2025/05/10 07:00:00,85.0,8.08,7.97,8.02,99.01,98.99,2.11
2025/05/10 08:00:00,262.77,10.91,7.89,9.4,81.39,99.02,2.68
2025/05/10 09:00:00,430.77,14.66,7.41,11.03,61.66,99.0,2.11
2025/05/10 10:00:00,554.85,18.18,6.44,12.31,46.08,98.96,0.87
2025/05/10 11:00:00,619.3,20.54,4.95,12.74,35.89,98.87,0.4
2025/05/10 12:00:00,621.42,21.94,3.99,12.96,30.8,98.75,0.52
2025/05/10 13:00:00,562.72,22.64,3.35,12.99,28.23,98.65,0.84
2025/05/10 14:00:00,447.42,22.85,2.92,12.88,27.0,98.57,1.15
2025/05/10 15:00:00,286.52,22.5,2.5,12.5,26.76,98.52,1.36
2025/05/10 16:00:00,105.62,20.51,3.62,12.07,32.82,98.49,0.8
2025/05/10 17:00:00,0.0,17.46,2.36,9.91,36.24,98.5,1.11
2025/05/10 18:00:00,0.0,15.83,2.25,9.04,39.86,98.53,1.2
2025/05/10 19:00:00,0.0,14.71,2.28,8.5,42.95,98.57,1.18
2025/05/10 20:00:00,0.0,13.55,2.44,7.99,46.84,98.63,1.19
2025/05/10 21:00:00,0.0,12.47,2.92,7.69,52.15,98.68,1.31
2025/05/10 22:00:00,0.0,12.01,4.24,8.12,59.17,98.73,1.5
2025/05/10 23:00:00,0.0,11.43,6.14,8.79,70.0,98.73,1.48
2025/05/11 00:00:00,0.0,10.61,7.8,9.2,82.78,98.72,1.26
2025/05/11 01:00:00,0.0,9.99,8.89,9.44,92.82,98.72,1.21
2025/05/11 02:00:00,0.0,9.57,9.61,9.59,100.0,98.7,1.35
2025/05/11 03:00:00,0.0,9.35,9.99,9.67,100.0,98.69,1.57
2025/05/11 04:00:00,0.0,9.2,10.14,9.67,100.0,98.71,1.83
2025/05/11 05:00:00,0.0,9.07,10.17,9.62,100.0,98.73,2.05
2025/05/11 06:00:00,0.0,8.99,10.04,9.51,100.0,98.76,2.23
2025/05/11 07:00:00,84.43,10.3,9.82,10.06,96.63,98.79,3.19
2025/05/11 08:00:00,257.95,13.05,9.78,11.42,80.36,98.79,3.51
2025/05/11 09:00:00,415.92,17.01,9.53,13.27,61.2,98.77,3.45
2025/05/11 10:00:00,533.08,20.32,8.24,14.28,45.63,98.7,2.99
2025/05/11 11:00:00,565.53,21.96,7.49,14.73,39.19,98.61,2.08
2025/05/11 12:00:00,459.45,22.92,7.1,15.01,36.03,98.5,1.5
2025/05/11 13:00:00,378.98,23.45,6.89,15.17,34.38,98.41,1.2
2025/05/11 14:00:00,307.77,23.55,6.76,15.15,33.88,98.36,1.08
2025/05/11 15:00:00,203.75,23.11,6.72,14.91,34.67,98.33,1.0
2025/05/11 16:00:00,78.2,21.68,7.14,14.41,38.98,98.35,0.58
2025/05/11 17:00:00,0.0,19.88,6.92,13.4,42.88,98.38,0.59
2025/05/11 18:00:00,0.0,19.54,6.87,13.2,43.61,98.42,0.55
2025/05/11 19:00:00,0.0,19.45,6.86,13.15,43.8,98.45,0.36
2025/05/11 20:00:00,0.0,18.97,6.92,12.94,45.36,98.48,0.17
2025/05/11 21:00:00,0.0,17.53,7.12,12.33,50.36,98.48,0.75
2025/05/11 22:00:00,0.0,15.85,7.79,11.82,58.73,98.48,1.0
2025/05/11 23:00:00,0.0,15.14,9.16,12.15,67.48,98.47,1.16
2025/05/12 00:00:00,0.0,14.82,10.94,12.88,77.44,98.47,1.44
2025/05/12 01:00:00,0.0,14.41,12.05,13.23,85.52,98.46,1.61
2025/05/12 02:00:00,0.0,13.94,12.37,13.15,90.12,98.45,1.5
2025/05/12 03:00:00,0.0,13.52,12.37,12.95,92.61,98.44,1.31
2025/05/12 04:00:00,0.0,13.16,12.24,12.7,94.08,98.43,1.22
2025/05/12 05:00:00,0.0,12.64,12.12,12.38,96.5,98.44,1.19
2025/05/12 06:00:00,0.0,12.19,12.04,12.11,98.87,98.47,1.18
2025/05/12 07:00:00,67.93,13.13,12.03,12.58,92.9,98.52,1.76
2025/05/12 08:00:00,222.02,15.42,12.14,13.78,80.66,98.56,2.12
2025/05/12 09:00:00,365.12,17.88,12.15,15.02,69.06,98.57,1.85
