REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,ALLSKY_SFC_SW_DWN,T2M,T2MDEW,T2MWET,RH2M,PS,WS2M
NSW1,2024-06-11 14:00:00,8572.73,45.0,165.82,14.8,7.17,10.98,60.14,97.6,4.82
NSW1,2024-06-11 15:00:00,8936.0,62.64,58.12,14.09,7.82,10.96,65.83,97.54,3.99
NSW1,2024-06-11 16:00:00,9806.65,110.58,29.65,13.51,8.45,10.98,71.33,97.49,2.92
NSW1,2024-06-11 17:00:00,10763.57,160.01,8.0,12.38,8.55,10.46,77.31,97.44,2.59
NSW1,2024-06-11 18:00:00,11484.37,388.01,0.0,11.45,8.51,9.98,81.95,97.41,2.95
NSW1,2024-06-11 19:00:00,11191.14,110.08,0.0,11.36,8.32,9.84,81.4,97.4,3.37
NSW1,2024-06-11 20:00:00,10469.11,104.5,0.0,11.31,7.98,9.64,79.82,97.4,3.65
NSW1,2024-06-11 21:00:00,9837.86,80.18,0.0,11.11,7.69,9.4,79.26,97.43,3.93
NSW1,2024-06-11 22:00:00,8953.77,51.85,0.0,10.87,7.39,9.13,78.95,97.39,3.72
NSW1,2024-06-11 23:00:00,8351.66,57.69,0.0,10.27,7.05,8.66,80.25,97.32,3.18
NSW1,2024-06-12 00:00:00,7961.33,58.0,0.0,9.64,6.75,8.2,81.99,97.27,2.95
NSW1,2024-06-12 01:00:00,7563.61,42.98,0.0,9.15,6.54,7.85,83.5,97.23,2.72
NSW1,2024-06-12 02:00:00,7069.91,39.08,0.0,8.68,6.52,7.6,86.17,97.2,2.56
NSW1,2024-06-12 03:00:00,6779.45,56.99,0.0,8.65,6.87,7.76,88.39,97.17,3.17
NSW1,2024-06-12 04:00:00,6673.39,47.85,0.0,7.64,7.41,7.52,98.21,97.15,2.9
NSW1,2024-06-12 05:00:00,6940.43,58.0,0.0,7.22,7.55,7.38,100.0,97.16,2.63
NSW1,2024-06-12 06:00:00,7780.57,58.0,0.0,7.23,7.18,7.2,99.5,97.17,3.02
NSW1,2024-06-12 07:00:00,9310.21,111.58,0.0,7.17,6.78,6.98,97.2,97.21,3.39
NSW1,2024-06-12 08:00:00,9348.84,30.43,18.75,7.06,6.68,6.87,97.2,97.24,3.51
NSW1,2024-06-12 09:00:00,8232.06,-0.47,105.78,7.72,7.03,7.38,95.27,97.25,4.33
NSW1,2024-06-12 10:00:00,7263.36,1.15,178.32,8.66,7.71,8.18,93.56,97.29,4.92
NSW1,2024-06-12 11:00:00,6757.19,13.53,227.95,9.61,7.76,8.68,88.17,97.32,5.69
NSW1,2024-06-12 12:00:00,6516.89,-45.0,266.55,11.11,6.22,8.66,71.77,97.31,6.5
NSW1,2024-06-12 13:00:00,6553.99,-47.0,304.3,12.22,4.62,8.42,59.58,97.29,6.66
NSW1,2024-06-12 14:00:00,7108.38,39.0,301.5,12.61,3.81,8.21,54.88,97.3,6.5
NSW1,2024-06-12 15:00:00,8085.21,76.7,245.32,12.51,3.03,7.77,52.26,97.33,6.04
NSW1,2024-06-12 16:00:00,9010.08,76.15,161.6,11.96,2.37,7.17,51.78,97.4,5.37
NSW1,2024-06-12 17:00:00,10298.53,283.96,48.92,10.38,2.17,6.27,56.7,97.49,3.77
NSW1,2024-06-12 18:00:00,11221.13,299.98,0.0,7.61,2.05,4.83,67.66,97.56,2.43
NSW1,2024-06-12 19:00:00,11104.54,242.13,0.0,6.78,2.05,4.42,71.68,97.64,2.52
NSW1,2024-06-12 20:00:00,10796.83,149.82,0.0,5.93,2.0,3.96,75.73,97.7,2.39
NSW1,2024-06-12 21:00:00,10343.04,146.2,0.0,4.94,1.89,3.42,80.42,97.72,2.12
NSW1,2024-06-12 22:00:00,9492.33,146.2,0.0,4.43,1.83,3.13,83.05,97.82,2.45
NSW1,2024-06-12 23:00:00,9031.06,156.2,0.0,3.97,1.85,2.91,85.83,97.88,2.67
NSW1,2024-06-13 00:00:00,8570.1,159.9,0.0,3.0,1.84,2.42,91.92,97.88,2.06
NSW1,2024-06-13 01:00:00,8209.48,85.0,0.0,1.98,1.8,1.89,98.57,97.83,1.43
NSW1,2024-06-13 02:00:00,7805.68,105.74,0.0,1.18,1.75,1.46,100.0,97.82,1.09
NSW1,2024-06-13 03:00:00,7406.78,105.74,0.0,0.65,1.68,1.17,100.0,97.81,0.9
NSW1,2024-06-13 04:00:00,7389.36,105.74,0.0,0.67,1.62,1.14,100.0,97.84,0.78
NSW1,2024-06-13 05:00:00,7675.98,111.97,0.0,1.22,1.49,1.35,100.0,97.87,0.62
NSW1,2024-06-13 06:00:00,8676.43,214.22,0.0,1.81,1.26,1.54,95.98,97.86,1.79
NSW1,2024-06-13 07:00:00,10153.68,299.99,0.0,1.91,1.2,1.55,94.92,97.92,1.97
NSW1,2024-06-13 08:00:00,10522.72,268.21,26.67,1.75,1.1,1.42,95.36,97.95,2.0
NSW1,2024-06-13 09:00:00,9358.53,85.0,138.57,2.86,1.22,2.04,88.72,97.94,2.4
NSW1,2024-06-13 10:00:00,8302.33,61.55,247.3,4.38,1.54,2.96,81.59,97.97,1.72
NSW1,2024-06-13 11:00:00,8196.04,258.66,328.42,6.67,1.6,4.13,70.06,97.95,1.44
NSW1,2024-06-13 12:00:00,7799.91,95.21,356.8,9.96,1.15,5.56,54.1,97.93,1.6
NSW1,2024-06-13 13:00:00,7951.69,260.54,326.38,11.95,0.72,6.33,46.04,97.9,0.48
NSW1,2024-06-13 14:00:00,8534.46,274.15,255.7,11.94,0.09,6.02,44.02,97.84,0.38
NSW1,2024-06-13 15:00:00,9070.93,281.96,129.15,11.67,0.05,5.86,44.58,97.83,0.67
NSW1,2024-06-13 16:00:00,9914.91,299.99,74.45,11.1,1.52,6.31,51.85,97.81,0.61
NSW1,2024-06-13 17:00:00,10941.53,724.99,17.33,9.69,1.18,5.43,55.54,97.8,0.69
NSW1,2024-06-13 18:00:00,11629.52,724.99,0.0,8.94,0.51,4.73,55.4,97.79,0.77
NSW1,2024-06-13 19:00:00,11414.29,302.27,0.0,7.39,0.13,3.76,59.95,97.89,1.02
NSW1,2024-06-13 20:00:00,11079.4,299.98,0.0,6.26,0.25,3.26,65.32,97.95,1.05
NSW1,2024-06-13 21:00:00,10497.59,240.91,0.0,5.52,0.24,2.88,68.77,97.97,1.05
NSW1,2024-06-13 22:00:00,9736.15,155.37,0.0,5.29,0.18,2.73,69.51,97.95,1.0
NSW1,2024-06-13 23:00:00,9079.75,181.2,0.0,4.79,0.15,2.47,71.78,97.93,1.03
NSW1,2024-06-14 00:00:00,8733.38,181.2,0.0,4.12,0.24,2.18,75.8,97.91,1.02
NSW1,2024-06-14 01:00:00,8290.18,150.08,0.0,3.96,0.39,2.18,77.41,97.89,0.99
NSW1,2024-06-14 02:00:00,7714.37,181.07,0.0,4.13,0.63,2.38,77.8,97.86,1.06
NSW1,2024-06-14 03:00:00,7403.02,160.0,0.0,4.1,1.04,2.57,80.41,97.81,1.23
NSW1,2024-06-14 04:00:00,7322.79,174.19,0.0,3.99,1.65,2.82,84.65,97.77,1.27
NSW1,2024-06-14 05:00:00,7530.98,245.19,0.0,3.61,2.23,2.92,90.49,97.75,1.25
NSW1,2024-06-14 06:00:00,8413.73,220.97,0.0,3.44,2.47,2.95,93.2,97.77,1.25
NSW1,2024-06-14 07:00:00,9823.03,321.76,0.0,3.22,2.47,2.84,94.7,97.81,1.17
NSW1,2024-06-14 08:00:00,10297.16,299.99,14.43,3.59,2.49,3.04,92.28,97.84,1.08
NSW1,2024-06-14 09:00:00,9832.01,157.48,64.38,6.62,2.74,4.68,76.16,97.85,2.0
NSW1,2024-06-14 10:00:00,9494.1,154.69,118.22,9.3,2.98,6.14,64.51,97.84,1.88
NSW1,2024-06-14 11:00:00,9112.05,181.2,164.9,12.82,2.66,7.74,49.87,97.79,1.41
NSW1,2024-06-14 12:00:00,8854.11,213.23,208.0,14.47,1.91,8.19,42.56,97.68,1.35
NSW1,2024-06-14 13:00:00,9158.65,258.66,216.7,15.04,1.23,8.13,38.97,97.58,1.25
NSW1,2024-06-14 14:00:00,9120.34,299.98,162.82,15.05,0.99,8.02,38.29,97.53,0.76
NSW1,2024-06-14 15:00:00,9528.85,258.66,132.4,14.44,1.1,7.77,40.21,97.53,0.49
NSW1,2024-06-14 16:00:00,10121.27,290.56,78.55,13.59,1.83,7.71,44.7,97.54,0.45
NSW1,2024-06-14 17:00:00,11069.64,299.99,19.5,12.18,2.24,7.21,50.56,97.54,0.45
NSW1,2024-06-14 18:00:00,11339.35,299.99,0.0,10.5,1.62,6.06,54.08,97.57,0.77
NSW1,2024-06-14 19:00:00,10919.48,229.19,0.0,9.16,1.67,5.41,59.45,97.59,0.94
NSW1,2024-06-14 20:00:00,10504.4,177.87,0.0,8.61,2.24,5.42,64.23,97.61,0.94
NSW1,2024-06-14 21:00:00,10049.65,165.64,0.0,8.24,3.09,5.67,70.01,97.62,1.03
NSW1,2024-06-14 22:00:00,9352.78,172.17,0.0,7.78,4.29,6.04,78.58,97.61,1.1
NSW1,2024-06-14 23:00:00,8927.67,162.34,0.0,7.07,5.26,6.17,88.19,97.59,1.09
NSW1,2024-06-15 00:00:00,8479.45,158.8,0.0,6.6,5.94,6.27,95.38,97.56,1.01
NSW1,2024-06-15 01:00:00,8013.51,139.96,0.0,6.64,6.37,6.51,97.96,97.54,0.91
NSW1,2024-06-15 02:00:00,7546.6,94.34,0.0,6.86,6.62,6.74,98.2,97.52,0.89
NSW1,2024-06-15 03:00:00,7157.9,89.14,0.0,6.97,6.69,6.83,97.92,97.52,1.06
NSW1,2024-06-15 04:00:00,7217.24,105.74,0.0,7.04,6.63,6.83,97.13,97.5,1.32
NSW1,2024-06-15 05:00:00,7172.87,103.87,0.0,7.04,6.5,6.77,96.2,97.5,1.77
NSW1,2024-06-15 06:00:00,7363.72,86.85,0.0,6.9,6.21,6.56,95.12,97.53,2.1
NSW1,2024-06-15 07:00:00,7985.82,142.42,0.0,6.58,5.88,6.23,95.2,97.57,2.25
NSW1,2024-06-15 08:00:00,8848.79,110.94,15.73,6.37,5.65,6.01,94.99,97.6,2.45
NSW1,2024-06-15 09:00:00,9089.17,130.6,86.53,7.0,5.95,6.48,92.85,97.62,3.0
NSW1,2024-06-15 10:00:00,8860.54,80.43,157.1,8.39,6.63,7.51,88.56,97.64,3.41
NSW1,2024-06-15 11:00:00,8309.86,56.99,212.35,10.22,7.23,8.72,81.55,97.65,3.73
NSW1,2024-06-15 12:00:00,8195.02,94.53,285.17,11.57,7.07,9.32,73.72,97.62,3.81
NSW1,2024-06-15 13:00:00,7967.44,76.72,229.6,12.26,6.48,9.37,67.67,97.56,3.61
NSW1,2024-06-15 14:00:00,8299.87,76.8,206.62,12.51,6.16,9.33,65.04,97.52,3.33
NSW1,2024-06-15 15:00:00,8755.52,72.42,169.4,12.51,6.09,9.3,64.81,97.5,3.01
NSW1,2024-06-15 16:00:00,9570.49,151.22,96.62,12.11,6.18,9.14,66.97,97.49,2.42
NSW1,2024-06-15 17:00:00,10614.02,243.29,23.02,10.38,6.57,8.48,77.1,97.5,0.98
NSW1,2024-06-15 18:00:00,10943.02,299.98,0.0,8.52,6.22,7.37,85.31,97.53,0.93
NSW1,2024-06-15 19:00:00,10550.64,228.13,0.0,7.96,6.18,7.07,88.37,97.58,0.99
NSW1,2024-06-15 20:00:00,10135.36,173.65,0.0,7.28,6.04,6.66,91.69,97.62,1.02
NSW1,2024-06-15 21:00:00,9822.79,194.36,0.0,6.68,5.88,6.28,94.46,97.65,1.01
NSW1,2024-06-15 22:00:00,9292.16,174.07,0.0,6.09,5.71,5.9,97.22,97.63,0.98
NSW1,2024-06-15 23:00:00,8870.69,162.69,0.0,5.26,5.43,5.35,100.0,97.62,1.01
NSW1,2024-06-16 00:00:00,8466.71,106.38,0.0,4.73,5.23,4.98,100.0,97.6,1.01
NSW1,2024-06-16 01:00:00,7995.66,95.83,0.0,4.37,5.06,4.71,100.0,97.57,1.02
NSW1,2024-06-16 02:00:00,7453.08,90.96,0.0,4.04,4.92,4.48,100.0,97.55,1.03
NSW1,2024-06-16 03:00:00,7091.71,78.23,0.0,3.75,4.8,4.27,100.0,97.54,1.01
NSW1,2024-06-16 04:00:00,7200.16,78.81,0.0,3.5,4.69,4.1,100.0,97.53,1.0
NSW1,2024-06-16 05:00:00,7079.62,76.72,0.0,3.58,4.52,4.05,100.0,97.54,0.82
NSW1,2024-06-16 06:00:00,7368.08,90.85,0.0,4.4,4.27,4.34,99.04,97.57,1.26
NSW1,2024-06-16 07:00:00,8085.67,206.1,0.0,4.18,3.79,3.98,97.24,97.63,1.24
NSW1,2024-06-16 08:00:00,8588.27,74.02,27.67,3.81,3.35,3.58,96.73,97.67,0.87
NSW1,2024-06-16 09:00:00,8035.55,54.0,174.57,3.71,3.06,3.39,95.29,97.7,0.6
NSW1,2024-06-16 10:00:00,7219.94,21.3,322.62,4.06,3.14,3.6,93.56,97.72,0.75
NSW1,2024-06-16 11:00:00,6399.48,-21.87,442.1,5.49,3.94,4.71,89.69,97.73,1.68
NSW1,2024-06-16 12:00:00,5873.02,-42.29,507.33,8.45,4.16,6.3,74.28,97.67,2.72
NSW1,2024-06-16 13:00:00,5848.68,-34.91,533.55,11.75,2.07,6.91,51.47,97.57,3.78
NSW1,2024-06-16 14:00:00,6241.68,-15.01,482.4,12.7,0.82,6.76,44.06,97.48,4.24
NSW1,2024-06-16 15:00:00,7150.82,75.48,378.0,12.62,0.17,6.39,42.25,97.44,4.46
NSW1,2024-06-16 16:00:00,8550.46,83.36,227.45,11.72,-0.09,5.81,44.04,97.45,4.39
NSW1,2024-06-16 17:00:00,10153.27,264.4,58.47,9.36,0.21,4.79,52.62,97.47,2.98
NSW1,2024-06-16 18:00:00,11076.41,281.2,0.0,5.96,0.31,3.14,66.89,97.51,1.96
NSW1,2024-06-16 19:00:00,11033.28,231.65,0.0,5.17,0.52,2.85,71.76,97.56,2.06
NSW1,2024-06-16 20:00:00,10620.32,175.3,0.0,4.53,0.6,2.57,75.44,97.6,2.2
NSW1,2024-06-16 21:00:00,10226.32,155.3,0.0,4.0,0.68,2.34,78.9,97.62,2.4
NSW1,2024-06-16 22:00:00,9462.04,123.09,0.0,3.5,0.9,2.2,82.93,97.63,2.62
NSW1,2024-06-16 23:00:00,8830.58,108.73,0.0,2.99,1.16,2.07,87.62,97.62,2.75
NSW1,2024-06-17 00:00:00,8343.32,105.66,0.0,2.34,1.34,1.84,93.04,97.6,2.38
NSW1,2024-06-17 01:00:00,8073.05,105.0,0.0,1.81,1.41,1.61,97.06,97.58,2.05
NSW1,2024-06-17 02:00:00,7481.26,89.56,0.0,1.4,1.4,1.4,99.7,97.56,1.81
NSW1,2024-06-17 03:00:00,7211.77,104.96,0.0,1.13,1.36,1.24,100.0,97.55,1.71
NSW1,2024-06-17 04:00:00,7226.78,106.01,0.0,0.84,1.36,1.1,100.0,97.52,1.7
NSW1,2024-06-17 05:00:00,7625.03,157.4,0.0,0.47,1.34,0.9,100.0,97.52,1.65
NSW1,2024-06-17 06:00:00,8421.53,196.68,0.0,0.51,1.27,0.89,100.0,97.54,1.61
NSW1,2024-06-17 07:00:00,10185.47,299.99,0.0,1.07,0.99,1.03,99.28,97.58,2.16
NSW1,2024-06-17 08:00:00,10735.89,220.54,27.4,1.43,0.77,1.1,95.18,97.63,2.49
NSW1,2024-06-17 09:00:00,9604.18,105.74,177.65,2.69,1.51,2.1,91.88,97.68,2.79
NSW1,2024-06-17 10:00:00,8689.39,77.94,330.25,5.83,2.51,4.17,79.13,97.71,3.21
NSW1,2024-06-17 11:00:00,8063.11,80.0,445.77,8.8,3.2,6.0,67.73,97.69,3.27
NSW1,2024-06-17 12:00:00,8096.39,126.24,511.7,11.23,3.68,7.45,59.61,97.61,3.31
NSW1,2024-06-17 13:00:00,8134.53,105.74,508.1,13.24,3.95,8.6,53.2,97.53,3.01
NSW1,2024-06-17 14:00:00,8437.72,206.51,455.27,14.07,4.08,9.08,50.86,97.47,2.82
NSW1,2024-06-17 15:00:00,8675.04,78.0,353.4,14.1,4.12,9.11,50.95,97.47,2.94
NSW1,2024-06-17 16:00:00,9504.0,248.43,212.12,13.41,4.08,8.74,53.1,97.49,2.98
NSW1,2024-06-17 17:00:00,10809.7,338.81,53.9,10.74,4.14,7.44,63.58,97.53,1.71
NSW1,2024-06-17 18:00:00,11711.66,391.99,0.0,7.6,3.8,5.7,76.68,97.57,1.56
NSW1,2024-06-17 19:00:00,11484.24,280.4,0.0,6.91,3.75,5.33,80.12,97.62,1.72
NSW1,2024-06-17 20:00:00,11004.42,299.98,0.0,6.26,3.72,4.99,83.65,97.65,1.77
NSW1,2024-06-17 21:00:00,10372.38,269.85,0.0,5.59,3.67,4.63,87.28,97.65,1.78
NSW1,2024-06-17 22:00:00,9589.84,210.82,0.0,4.79,3.62,4.2,91.91,97.65,1.66
NSW1,2024-06-17 23:00:00,8918.75,180.28,0.0,3.94,3.59,3.77,97.35,97.63,1.43
NSW1,2024-06-18 00:00:00,8552.41,171.93,0.0,3.2,3.59,3.4,100.0,97.63,1.21
NSW1,2024-06-18 01:00:00,8200.45,182.98,0.0,2.61,3.6,3.1,100.0,97.62,1.04
NSW1,2024-06-18 02:00:00,7693.7,173.49,0.0,2.2,3.59,2.9,100.0,97.62,0.94
NSW1,2024-06-18 03:00:00,7457.62,174.52,0.0,2.02,3.56,2.79,100.0,97.62,0.91
NSW1,2024-06-18 04:00:00,7374.47,212.46,0.0,2.23,3.48,2.85,100.0,97.62,0.82
NSW1,2024-06-18 05:00:00,7757.48,216.05,0.0,2.45,3.31,2.88,100.0,97.6,0.66
NSW1,2024-06-18 06:00:00,8608.62,273.76,0.0,2.8,2.97,2.88,100.0,97.61,0.78
NSW1,2024-06-18 07:00:00,10214.79,299.99,0.0,2.88,2.53,2.71,97.48,97.66,1.67
NSW1,2024-06-18 08:00:00,10606.41,299.99,25.17,2.87,2.39,2.63,96.56,97.71,1.73
NSW1,2024-06-18 09:00:00,9411.63,143.87,162.07,3.36,2.34,2.85,92.89,97.74,1.62
NSW1,2024-06-18 10:00:00,8190.15,124.44,302.95,4.73,2.83,3.78,87.28,97.73,1.55
NSW1,2024-06-18 11:00:00,7164.79,56.99,415.92,7.96,3.48,5.72,73.18,97.71,1.34
NSW1,2024-06-18 12:00:00,6888.99,58.0,479.58,10.99,3.49,7.24,59.76,97.65,0.56
NSW1,2024-06-18 13:00:00,6624.13,39.0,505.67,13.19,3.19,8.19,50.52,97.56,0.88
NSW1,2024-06-18 14:00:00,6844.0,16.28,437.38,13.93,2.97,8.45,47.41,97.47,1.38
NSW1,2024-06-18 15:00:00,7650.95,46.81,343.55,13.83,2.82,8.33,47.21,97.43,1.56
NSW1,2024-06-18 16:00:00,8796.46,120.89,210.38,13.11,2.85,7.98,49.68,97.43,1.6
NSW1,2024-06-18 17:00:00,10364.36,408.87,57.47,10.25,3.26,6.76,61.78,97.44,0.89
NSW1,2024-06-18 18:00:00,11596.16,428.95,0.0,7.62,2.67,5.14,70.69,97.48,1.14
NSW1,2024-06-18 19:00:00,11485.43,272.36,0.0,6.53,2.83,4.68,77.04,97.55,1.16
NSW1,2024-06-18 20:00:00,11076.38,258.96,0.0,5.65,2.89,4.27,82.25,97.59,1.16
NSW1,2024-06-18 21:00:00,10685.92,258.51,0.0,4.87,2.84,3.86,86.5,97.62,1.15
NSW1,2024-06-18 22:00:00,9699.25,294.15,0.0,4.28,2.74,3.51,89.6,97.63,1.16
NSW1,2024-06-18 23:00:00,9182.94,299.98,0.0,3.84,2.62,3.23,91.66,97.65,1.15
NSW1,2024-06-19 00:00:00,8691.45,251.46,0.0,3.59,2.48,3.04,92.3,97.65,1.12
NSW1,2024-06-19 01:00:00,8404.59,210.62,0.0,3.48,2.33,2.9,91.98,97.6,1.04
NSW1,2024-06-19 02:00:00,7946.97,220.34,0.0,3.29,2.19,2.74,92.38,97.57,0.96
NSW1,2024-06-19 03:00:00,7525.89,199.99,0.0,2.75,2.07,2.41,95.12,97.54,0.82
NSW1,2024-06-19 04:00:00,7647.36,230.97,0.0,2.4,1.94,2.17,96.65,97.52,0.76
NSW1,2024-06-19 05:00:00,7791.2,291.86,0.0,2.16,1.82,1.99,97.43,97.52,0.71
NSW1,2024-06-19 06:00:00,8782.16,313.63,0.0,2.36,1.74,2.05,95.44,97.55,0.69
NSW1,2024-06-19 07:00:00,10578.83,278.12,0.0,2.28,1.68,1.98,95.6,97.59,0.57
NSW1,2024-06-19 08:00:00,10958.41,376.18,23.42,2.19,1.63,1.91,96.04,97.64,0.34
NSW1,2024-06-19 09:00:00,9836.64,76.72,158.32,3.34,1.84,2.59,89.73,97.66,0.24
NSW1,2024-06-19 10:00:00,8716.24,105.14,301.2,5.32,2.28,3.8,80.57,97.69,0.32
NSW1,2024-06-19 11:00:00,7714.82,56.99,416.25,8.34,2.76,5.55,67.74,97.68,0.6
NSW1,2024-06-19 12:00:00,7049.92,56.99,482.98,9.67,2.65,6.16,61.49,97.63,1.07
NSW1,2024-06-19 13:00:00,6872.54,58.0,522.75,10.57,2.48,6.52,57.13,97.57,1.7
NSW1,2024-06-19 14:00:00,7137.7,91.72,455.7,11.11,2.35,6.73,54.61,97.52,2.02
NSW1,2024-06-19 15:00:00,7778.55,45.06,353.95,11.16,2.21,6.68,53.93,97.46,1.8
NSW1,2024-06-19 16:00:00,9168.52,249.03,212.82,10.6,2.11,6.35,55.59,97.42,1.62
NSW1,2024-06-19 17:00:00,10816.39,532.6,55.95,8.07,2.35,5.21,67.09,97.45,0.9
NSW1,2024-06-19 18:00:00,12038.36,536.17,0.0,5.76,1.87,3.82,75.97,97.51,1.06
NSW1,2024-06-19 19:00:00,11963.73,275.71,0.0,5.84,1.77,3.81,74.9,97.55,0.85
NSW1,2024-06-19 20:00:00,11512.89,330.61,0.0,6.36,1.71,4.04,71.95,97.58,0.52
NSW1,2024-06-19 21:00:00,11071.87,299.99,0.0,6.07,1.71,3.89,73.42,97.59,0.44
NSW1,2024-06-19 22:00:00,10095.67,299.98,0.0,4.93,1.73,3.33,79.64,97.58,0.74
NSW1,2024-06-19 23:00:00,9345.82,257.21,0.0,3.75,1.71,2.73,86.32,97.58,1.02
NSW1,2024-06-20 00:00:00,8895.78,258.66,0.0,2.78,1.69,2.24,92.25,97.59,1.12
NSW1,2024-06-20 01:00:00,8528.69,224.08,0.0,2.02,1.65,1.84,97.35,97.56,1.14
NSW1,2024-06-20 02:00:00,7993.8,209.07,0.0,1.62,1.6,1.61,99.71,97.54,1.13
NSW1,2024-06-20 03:00:00,7713.48,238.44,0.0,1.39,1.52,1.46,100.0,97.52,1.15
NSW1,2024-06-20 04:00:00,7654.44,240.36,0.0,1.58,1.46,1.52,99.05,97.5,1.12
NSW1,2024-06-20 05:00:00,7967.02,275.76,0.0,1.43,1.35,1.39,99.42,97.49,1.17
NSW1,2024-06-20 06:00:00,8981.22,291.99,0.0,1.23,1.26,1.24,99.93,97.5,1.19
NSW1,2024-06-20 07:00:00,10904.25,373.36,0.0,1.05,1.19,1.12,100.0,97.53,1.21
NSW1,2024-06-20 08:00:00,11405.44,264.4,20.3,1.53,1.2,1.37,97.63,97.55,1.17
NSW1,2024-06-20 09:00:00,10590.15,304.61,151.88,5.76,1.63,3.7,74.68,97.6,1.7
NSW1,2024-06-20 10:00:00,9367.8,298.78,288.77,8.67,2.0,5.33,62.71,97.61,1.85
NSW1,2024-06-20 11:00:00,8831.29,185.88,398.12,12.57,2.78,7.68,51.12,97.58,1.68
NSW1,2024-06-20 12:00:00,8344.27,272.07,467.52,14.92,4.05,9.48,48.06,97.5,1.89
NSW1,2024-06-20 13:00:00,7731.32,258.66,470.33,15.63,4.78,10.21,48.32,97.4,2.09
NSW1,2024-06-20 14:00:00,7929.24,274.41,411.0,15.87,5.25,10.56,49.18,97.32,2.22
NSW1,2024-06-20 15:00:00,8577.21,299.98,308.38,15.37,5.66,10.51,52.2,97.29,2.21
NSW1,2024-06-20 16:00:00,9760.62,311.49,176.6,13.93,6.69,10.31,61.58,97.3,1.62
NSW1,2024-06-20 17:00:00,11153.85,617.57,38.88,11.5,7.95,9.73,78.75,97.32,0.76
NSW1,2024-06-20 18:00:00,12086.38,735.08,0.0,9.88,8.44,9.16,90.56,97.35,0.73
NSW1,2024-06-20 19:00:00,11866.65,449.99,0.0,9.32,8.81,9.07,96.45,97.39,0.76
NSW1,2024-06-20 20:00:00,11545.0,428.53,0.0,8.93,8.76,8.85,98.78,97.42,0.79
NSW1,2024-06-20 21:00:00,11030.83,329.91,0.0,8.82,8.74,8.78,99.24,97.42,0.84
NSW1,2024-06-20 22:00:00,10002.97,299.99,0.0,8.87,8.78,8.83,99.17,97.41,0.9
NSW1,2024-06-20 23:00:00,9367.26,300.26,0.0,8.72,8.66,8.69,99.49,97.4,0.9
NSW1,2024-06-21 00:00:00,8846.69,299.99,0.0,8.55,8.5,8.52,99.53,97.41,0.86
NSW1,2024-06-21 01:00:00,8404.26,277.82,0.0,8.18,8.17,8.17,99.76,97.39,0.81
NSW1,2024-06-21 02:00:00,7892.32,258.66,0.0,7.37,7.55,7.46,100.0,97.38,0.87
NSW1,2024-06-21 03:00:00,7535.0,283.34,0.0,7.12,7.32,7.22,100.0,97.38,0.87
NSW1,2024-06-21 04:00:00,7446.22,283.96,0.0,6.42,6.75,6.58,100.0,97.38,0.91
NSW1,2024-06-21 05:00:00,7752.58,299.98,0.0,6.56,6.74,6.65,100.0,97.41,0.9
NSW1,2024-06-21 06:00:00,8574.2,319.83,0.0,6.89,6.85,6.87,99.52,97.48,1.11
NSW1,2024-06-21 07:00:00,10208.76,424.65,0.0,6.9,6.73,6.82,98.6,97.57,1.39
NSW1,2024-06-21 08:00:00,10748.46,316.79,14.93,6.74,6.5,6.62,98.19,97.65,1.52
NSW1,2024-06-21 09:00:00,9968.38,287.24,93.1,6.86,6.51,6.68,97.44,97.71,1.71
NSW1,2024-06-21 10:00:00,9093.66,222.33,170.12,7.58,7.01,7.3,96.09,97.76,1.98
NSW1,2024-06-21 11:00:00,8217.38,217.72,226.4,9.38,7.49,8.43,87.85,97.79,2.8
NSW1,2024-06-21 12:00:00,7496.24,56.99,262.8,10.76,6.34,8.55,74.05,97.77,3.29
NSW1,2024-06-21 13:00:00,7557.02,165.38,244.57,11.36,5.07,8.21,65.11,97.76,3.5
NSW1,2024-06-21 14:00:00,8146.09,283.96,222.07,11.34,4.71,8.03,63.57,97.76,3.44
NSW1,2024-06-21 15:00:00,8419.45,275.82,196.7,10.76,4.86,7.81,66.7,97.79,3.16
NSW1,2024-06-21 16:00:00,9349.79,299.99,124.22,10.33,5.19,7.76,70.29,97.84,2.85
NSW1,2024-06-21 17:00:00,10678.63,386.11,35.75,9.34,5.58,7.46,77.15,97.89,1.91
NSW1,2024-06-21 18:00:00,11329.34,406.53,0.0,7.33,5.59,6.46,88.63,97.95,1.32
NSW1,2024-06-21 19:00:00,11087.33,299.99,0.0,6.24,5.46,5.85,94.62,98.03,1.41
NSW1,2024-06-21 20:00:00,10781.36,299.99,0.0,5.25,5.21,5.23,99.49,98.11,1.55
NSW1,2024-06-21 21:00:00,10442.44,310.87,0.0,4.42,4.84,4.63,100.0,98.16,1.61
NSW1,2024-06-21 22:00:00,9703.49,299.99,0.0,3.66,4.39,4.02,100.0,98.2,1.49
NSW1,2024-06-21 23:00:00,9290.51,299.98,0.0,3.19,4.04,3.61,100.0,98.22,1.39
NSW1,2024-06-22 00:00:00,8775.93,280.0,0.0,3.34,3.77,3.56,100.0,98.24,1.58
NSW1,2024-06-22 01:00:00,8426.92,213.48,0.0,3.72,3.48,3.6,98.12,98.25,2.44
