REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,ALLSKY_SFC_SW_DWN,T2M,T2MDEW,T2MWET,RH2M,PS,WS2M
NSW1,2024-11-17 11:00:00,5180.33,-34.24,484.42,26.23,16.51,21.37,55.03,97.01,7.53
NSW1,2024-11-17 12:00:00,5313.65,-37.0,184.45,26.6,17.46,22.03,57.2,96.96,7.18
NSW1,2024-11-17 13:00:00,5623.01,-37.0,75.62,26.65,18.61,22.63,61.29,96.89,7.22
NSW1,2024-11-17 14:00:00,6622.54,-33.22,113.25,25.91,19.74,22.82,68.71,96.85,6.5
NSW1,2024-11-17 15:00:00,6728.74,-35.81,34.28,26.15,19.83,22.99,68.15,96.71,5.96
NSW1,2024-11-17 16:00:00,8238.96,62.57,23.52,25.98,19.67,22.82,68.13,96.62,5.94
NSW1,2024-11-17 17:00:00,8946.83,215.53,167.88,24.44,20.42,22.43,78.2,96.68,4.77
NSW1,2024-11-17 18:00:00,8818.06,260.4,81.72,23.31,20.58,21.95,84.54,96.79,3.48
NSW1,2024-11-17 19:00:00,8469.23,173.03,13.98,22.36,18.33,20.35,78.07,96.85,2.55
NSW1,2024-11-17 20:00:00,8054.56,95.24,0.0,20.41,15.97,18.19,75.71,96.93,2.16
NSW1,2024-11-17 21:00:00,7636.18,106.85,0.0,19.46,15.06,17.26,75.63,97.05,3.13
NSW1,2024-11-17 22:00:00,7244.33,79.77,0.0,18.04,14.69,16.36,80.64,97.12,2.34
NSW1,2024-11-17 23:00:00,6904.88,100.41,0.0,16.7,14.3,15.5,85.62,97.17,1.46
NSW1,2024-11-18 00:00:00,6763.4,104.89,0.0,16.14,13.34,14.74,83.45,97.2,1.96
NSW1,2024-11-18 01:00:00,6280.84,87.89,0.0,15.68,10.61,13.14,71.99,97.21,2.81
NSW1,2024-11-18 02:00:00,6029.71,87.22,0.0,14.42,6.84,10.63,60.75,97.24,3.02
NSW1,2024-11-18 03:00:00,6098.1,87.89,0.0,13.46,4.67,9.07,55.32,97.26,2.87
NSW1,2024-11-18 04:00:00,6215.55,87.89,0.0,13.24,4.04,8.64,53.6,97.33,2.76
NSW1,2024-11-18 05:00:00,6657.36,104.89,0.0,12.61,4.14,8.38,56.23,97.41,2.08
NSW1,2024-11-18 06:00:00,7144.1,76.0,81.22,11.94,4.06,8.0,58.39,97.53,1.8
NSW1,2024-11-18 07:00:00,7485.5,70.0,292.62,13.58,4.4,8.99,53.7,97.64,3.32
NSW1,2024-11-18 08:00:00,7232.18,57.02,520.75,15.81,5.19,10.5,49.13,97.7,3.86
NSW1,2024-11-18 09:00:00,6591.69,57.01,731.8,18.01,4.81,11.41,41.61,97.72,3.9
NSW1,2024-11-18 10:00:00,5635.97,-29.86,906.08,19.97,4.47,12.22,35.95,97.73,4.19
NSW1,2024-11-18 11:00:00,5169.27,-34.36,1029.05,21.83,4.11,12.97,31.28,97.71,4.47
NSW1,2024-11-18 12:00:00,4843.01,-28.97,1089.9,23.49,3.71,13.6,27.52,97.67,4.65
NSW1,2024-11-18 13:00:00,4758.3,55.7,1083.93,24.81,3.37,14.09,24.81,97.63,4.79
NSW1,2024-11-18 14:00:00,5150.83,70.0,1013.97,25.62,3.07,14.35,23.11,97.58,4.87
NSW1,2024-11-18 15:00:00,5852.69,70.0,880.7,25.92,2.83,14.38,22.32,97.53,4.82
NSW1,2024-11-18 16:00:00,7000.56,200.69,696.47,25.67,2.57,14.12,22.27,97.51,4.8
NSW1,2024-11-18 17:00:00,7968.87,365.18,477.6,24.78,2.36,13.57,23.14,97.52,4.77
NSW1,2024-11-18 18:00:00,8318.23,1252.88,244.77,23.37,2.32,12.85,25.08,97.57,4.37
NSW1,2024-11-18 19:00:00,8407.58,532.02,40.38,20.87,3.19,12.03,31.13,97.65,2.58
NSW1,2024-11-18 20:00:00,8071.96,235.81,0.0,17.21,3.63,10.42,40.35,97.72,1.42
NSW1,2024-11-18 21:00:00,7686.63,180.48,0.0,16.11,3.51,9.81,42.87,97.79,1.39
NSW1,2024-11-18 22:00:00,7573.28,271.83,0.0,15.15,3.5,9.33,45.61,97.82,1.34
NSW1,2024-11-18 23:00:00,7327.88,199.37,0.0,14.21,3.46,8.84,48.27,97.84,1.29
NSW1,2024-11-19 00:00:00,6901.97,284.96,0.0,13.34,3.41,8.38,50.88,97.83,1.22
NSW1,2024-11-19 01:00:00,6483.89,149.96,0.0,12.58,3.41,7.99,53.45,97.8,1.19
NSW1,2024-11-19 02:00:00,6198.74,145.19,0.0,11.9,3.46,7.68,56.11,97.77,1.18
NSW1,2024-11-19 03:00:00,6184.2,150.89,0.0,11.29,3.58,7.43,58.88,97.76,1.18
NSW1,2024-11-19 04:00:00,6295.55,150.89,0.0,10.74,3.71,7.23,61.69,97.77,1.14
NSW1,2024-11-19 05:00:00,6639.99,195.42,0.0,10.28,3.84,7.06,64.26,97.81,1.07
NSW1,2024-11-19 06:00:00,7145.73,143.81,90.45,10.77,4.08,7.43,63.2,97.88,0.97
NSW1,2024-11-19 07:00:00,7327.45,102.96,310.85,14.64,4.34,9.49,50.02,97.97,1.82
NSW1,2024-11-19 08:00:00,6812.34,77.62,540.78,18.59,3.99,11.29,37.91,98.03,1.08
NSW1,2024-11-19 09:00:00,6437.94,82.64,740.53,21.77,3.28,12.53,29.59,98.06,0.71
NSW1,2024-11-19 10:00:00,6285.85,76.0,915.28,23.75,2.92,13.33,25.59,98.04,0.94
NSW1,2024-11-19 11:00:00,5894.01,69.94,1038.78,25.57,2.43,14.0,22.18,97.99,1.28
NSW1,2024-11-19 12:00:00,5735.16,76.0,1096.57,27.18,2.07,14.62,19.63,97.92,1.58
NSW1,2024-11-19 13:00:00,5649.06,75.8,1084.85,28.42,1.68,15.05,17.76,97.82,1.86
NSW1,2024-11-19 14:00:00,5616.67,75.8,1009.45,29.29,1.41,15.35,16.57,97.72,2.05
NSW1,2024-11-19 15:00:00,6371.38,87.89,873.78,29.64,1.24,15.44,16.04,97.65,2.24
NSW1,2024-11-19 16:00:00,7118.16,76.72,689.3,29.51,1.0,15.26,15.88,97.61,2.4
NSW1,2024-11-19 17:00:00,8070.04,140.15,470.4,28.85,0.55,14.7,15.95,97.59,2.52
NSW1,2024-11-19 18:00:00,8318.4,254.89,238.32,27.56,0.54,14.05,17.2,97.61,2.45
NSW1,2024-11-19 19:00:00,8209.27,219.43,38.3,24.01,3.4,13.71,26.25,97.65,1.27
NSW1,2024-11-19 20:00:00,8014.91,168.74,0.0,20.02,2.45,11.24,31.23,97.7,1.29
NSW1,2024-11-19 21:00:00,7531.1,117.01,0.0,18.64,1.79,10.21,32.45,97.75,1.43
NSW1,2024-11-19 22:00:00,7408.7,133.78,0.0,17.49,1.46,9.48,34.04,97.8,1.61
NSW1,2024-11-19 23:00:00,7096.84,130.0,0.0,16.49,1.9,9.2,37.45,97.83,1.83
NSW1,2024-11-20 00:00:00,6900.13,155.6,0.0,15.43,3.7,9.57,45.52,97.85,1.86
NSW1,2024-11-20 01:00:00,6489.76,102.47,0.0,14.23,6.09,10.16,58.05,97.86,1.49
NSW1,2024-11-20 02:00:00,6210.75,108.64,0.0,13.6,7.4,10.5,66.08,97.86,1.18
NSW1,2024-11-20 03:00:00,6159.14,93.45,0.0,13.48,8.16,10.82,70.15,97.88,1.12
NSW1,2024-11-20 04:00:00,6280.86,107.67,0.0,13.21,9.03,11.12,75.74,97.92,1.1
NSW1,2024-11-20 05:00:00,6685.43,131.23,0.0,12.77,9.8,11.29,82.11,97.96,1.02
NSW1,2024-11-20 06:00:00,6909.76,100.01,59.9,13.21,10.5,11.86,83.52,98.02,0.92
NSW1,2024-11-20 07:00:00,6681.01,77.05,219.93,16.59,11.14,13.87,70.02,98.07,2.43
NSW1,2024-11-20 08:00:00,6224.9,87.89,426.2,19.82,12.23,16.02,61.51,98.12,3.24
NSW1,2024-11-20 09:00:00,5843.0,76.0,641.92,22.76,13.17,17.96,54.58,98.14,2.85
NSW1,2024-11-20 10:00:00,5918.74,99.63,801.85,25.23,12.94,19.08,46.37,98.12,2.25
NSW1,2024-11-20 11:00:00,5705.9,72.4,953.08,27.31,12.06,19.68,38.71,98.07,1.82
NSW1,2024-11-20 12:00:00,5439.55,57.01,976.8,29.05,11.13,20.09,32.9,98.0,1.53
NSW1,2024-11-20 13:00:00,5444.39,63.38,972.47,30.32,10.3,20.31,28.94,97.92,1.32
NSW1,2024-11-20 14:00:00,5573.63,103.06,901.45,31.03,9.58,20.31,26.45,97.83,1.18
NSW1,2024-11-20 15:00:00,6144.52,75.8,710.85,31.3,8.88,20.09,24.87,97.76,1.05
NSW1,2024-11-20 16:00:00,6989.07,104.5,614.25,31.16,8.34,19.75,24.16,97.71,0.86
NSW1,2024-11-20 17:00:00,7972.09,86.73,385.75,30.53,7.96,19.25,24.4,97.68,0.62
NSW1,2024-11-20 18:00:00,8354.05,254.89,195.85,29.53,7.71,18.62,25.39,97.7,0.35
NSW1,2024-11-20 19:00:00,8277.5,198.97,32.9,27.86,8.75,18.3,30.23,97.75,0.15
NSW1,2024-11-20 20:00:00,8107.68,119.89,0.0,26.33,8.58,17.46,32.59,97.8,0.44
NSW1,2024-11-20 21:00:00,7568.44,122.22,0.0,24.71,8.56,16.64,35.8,97.86,0.73
NSW1,2024-11-20 22:00:00,7472.88,145.69,0.0,23.17,8.51,15.84,39.18,97.9,0.88
NSW1,2024-11-20 23:00:00,7193.79,145.69,0.0,21.95,8.43,15.19,41.96,97.91,0.97
NSW1,2024-11-21 00:00:00,7004.43,145.69,0.0,21.32,8.61,14.96,44.03,97.9,1.35
NSW1,2024-11-21 01:00:00,6539.79,101.27,0.0,21.16,9.06,15.11,45.77,97.9,2.66
NSW1,2024-11-21 02:00:00,6294.26,167.24,0.0,20.43,9.35,14.89,48.86,97.93,3.33
NSW1,2024-11-21 03:00:00,6136.3,154.37,0.0,19.3,9.56,14.43,53.13,97.97,2.76
NSW1,2024-11-21 04:00:00,6358.08,170.74,0.0,18.36,9.76,14.06,57.12,98.03,2.5
NSW1,2024-11-21 05:00:00,6708.68,165.25,0.0,17.56,9.88,13.72,60.58,98.11,2.23
NSW1,2024-11-21 06:00:00,6966.85,124.28,63.38,17.23,9.86,13.54,61.75,98.19,2.14
NSW1,2024-11-21 07:00:00,6934.3,71.89,253.8,19.22,9.45,14.33,53.07,98.28,2.82
NSW1,2024-11-21 08:00:00,6139.24,38.06,484.05,22.07,7.47,14.77,38.99,98.31,3.44
NSW1,2024-11-21 09:00:00,6078.99,57.01,702.08,24.84,5.81,15.33,29.34,98.31,3.58
NSW1,2024-11-21 10:00:00,5564.05,72.01,862.28,27.18,5.77,16.48,25.5,98.29,3.22
NSW1,2024-11-21 11:00:00,5455.63,69.35,991.0,29.11,6.46,17.79,23.91,98.24,2.65
NSW1,2024-11-21 12:00:00,5207.31,57.01,1056.3,30.57,7.02,18.8,22.82,98.15,2.03
NSW1,2024-11-21 13:00:00,5375.35,70.8,1042.55,31.62,7.24,19.43,21.84,98.06,1.39
NSW1,2024-11-21 14:00:00,5341.29,69.32,862.17,32.18,7.18,19.68,21.08,97.96,0.83
NSW1,2024-11-21 15:00:00,6099.64,77.67,769.38,32.3,6.87,19.58,20.47,97.88,0.38
NSW1,2024-11-21 16:00:00,7071.46,141.56,583.08,32.11,6.56,19.33,20.28,97.82,0.13
NSW1,2024-11-21 17:00:00,8102.61,249.23,369.8,31.46,6.38,18.92,20.77,97.79,0.13
NSW1,2024-11-21 18:00:00,8473.51,300.1,192.3,30.42,6.31,18.36,21.94,97.82,0.45
NSW1,2024-11-21 19:00:00,8475.03,261.19,33.8,28.41,7.78,18.1,27.39,97.89,0.5
NSW1,2024-11-21 20:00:00,8229.93,153.31,0.0,26.88,7.29,17.08,28.91,97.95,0.56
NSW1,2024-11-21 21:00:00,7788.49,145.63,0.0,26.3,7.08,16.69,29.48,98.01,0.36
NSW1,2024-11-21 22:00:00,7578.7,131.41,0.0,25.55,7.0,16.27,30.59,98.05,0.31
NSW1,2024-11-21 23:00:00,7259.01,213.09,0.0,23.28,7.11,15.2,35.27,98.07,0.96
NSW1,2024-11-22 00:00:00,7034.12,191.05,0.0,20.48,7.47,13.97,42.89,98.09,1.38
NSW1,2024-11-22 01:00:00,6578.9,110.8,0.0,19.72,7.9,13.81,46.25,98.1,2.11
NSW1,2024-11-22 02:00:00,6346.27,120.04,0.0,18.93,8.38,13.65,50.23,98.1,2.46
NSW1,2024-11-22 03:00:00,6206.13,119.08,0.0,17.36,8.9,13.13,57.41,98.11,1.7
NSW1,2024-11-22 04:00:00,6419.93,116.55,0.0,16.27,9.41,12.84,63.65,98.12,1.22
NSW1,2024-11-22 05:00:00,6657.51,299.99,0.0,15.65,9.79,12.72,68.01,98.17,1.11
NSW1,2024-11-22 06:00:00,6920.73,104.89,71.38,16.11,10.17,13.14,67.7,98.23,1.31
NSW1,2024-11-22 07:00:00,6756.42,102.09,255.48,18.99,10.38,14.68,57.26,98.28,2.87
NSW1,2024-11-22 08:00:00,5948.49,79.51,457.0,21.72,10.05,15.88,47.3,98.3,3.25
NSW1,2024-11-22 09:00:00,5633.43,69.81,707.22,24.99,8.63,16.81,35.31,98.28,2.88
NSW1,2024-11-22 10:00:00,5223.36,55.26,877.9,27.82,7.92,17.87,28.45,98.24,2.06
NSW1,2024-11-22 11:00:00,5000.59,8.83,995.47,30.12,8.03,19.08,25.1,98.16,1.41
NSW1,2024-11-22 12:00:00,5087.22,63.81,1048.78,31.81,8.04,19.92,22.81,98.07,0.84
NSW1,2024-11-22 13:00:00,5454.79,76.61,1018.42,32.95,7.99,20.47,21.31,97.99,0.35
NSW1,2024-11-22 14:00:00,5881.93,150.01,841.28,33.61,7.93,20.77,20.46,97.91,0.43
NSW1,2024-11-22 15:00:00,6862.1,240.39,729.9,33.46,7.82,20.64,20.49,97.83,0.74
NSW1,2024-11-22 16:00:00,7881.86,290.74,543.53,33.39,7.82,20.61,20.56,97.77,0.99
NSW1,2024-11-22 17:00:00,8773.65,299.98,361.62,33.19,7.58,20.39,20.45,97.74,1.26
NSW1,2024-11-22 18:00:00,9034.15,369.66,178.27,32.2,7.49,19.85,21.49,97.74,1.39
NSW1,2024-11-22 19:00:00,8761.82,162.77,30.83,29.61,9.56,19.58,28.78,97.76,0.78
NSW1,2024-11-22 20:00:00,8567.43,113.1,0.0,27.07,8.78,17.93,31.59,97.79,1.0
NSW1,2024-11-22 21:00:00,8026.24,173.38,0.0,26.08,8.57,17.33,32.99,97.83,1.05
NSW1,2024-11-22 22:00:00,7775.56,157.7,0.0,25.39,8.51,16.95,34.23,97.84,1.05
NSW1,2024-11-22 23:00:00,7396.32,154.66,0.0,24.83,8.42,16.62,35.18,97.83,1.0
NSW1,2024-11-23 00:00:00,7090.61,128.47,0.0,24.34,8.34,16.34,36.02,97.81,0.9
NSW1,2024-11-23 01:00:00,6626.17,99.55,0.0,23.66,8.31,15.98,37.4,97.77,0.65
NSW1,2024-11-23 02:00:00,6360.66,113.8,0.0,23.78,8.36,16.07,37.28,97.75,0.33
NSW1,2024-11-23 03:00:00,6190.24,88.76,0.0,22.65,8.53,15.59,40.36,97.74,0.53
NSW1,2024-11-23 04:00:00,6230.39,87.89,0.0,20.09,8.72,14.4,47.84,97.78,1.1
NSW1,2024-11-23 05:00:00,6253.27,114.65,0.0,18.78,9.05,13.92,53.08,97.83,1.19
NSW1,2024-11-23 06:00:00,6009.76,0.25,77.18,19.34,9.58,14.46,53.1,97.9,1.48
NSW1,2024-11-23 07:00:00,5764.46,-30.27,277.33,21.54,10.03,15.79,47.78,97.96,2.52
NSW1,2024-11-23 08:00:00,5240.45,20.1,496.7,24.89,9.41,17.15,37.49,97.98,2.57
NSW1,2024-11-23 09:00:00,4735.52,17.0,701.0,28.58,7.67,18.12,26.79,97.98,3.14
NSW1,2024-11-23 10:00:00,4594.16,-18.18,868.9,31.15,6.92,19.04,21.93,97.95,3.39
NSW1,2024-11-23 11:00:00,4644.48,-28.3,986.47,33.01,7.06,20.04,19.94,97.88,3.24
NSW1,2024-11-23 12:00:00,4787.7,19.98,1050.68,34.26,7.21,20.74,18.78,97.79,2.98
NSW1,2024-11-23 13:00:00,5228.26,20.0,946.35,35.15,7.48,21.32,18.22,97.69,2.8
NSW1,2024-11-23 14:00:00,5835.16,176.66,785.92,35.63,7.46,21.55,17.7,97.61,2.76
NSW1,2024-11-23 15:00:00,6756.87,145.98,583.17,35.68,7.45,21.57,17.64,97.54,2.74
NSW1,2024-11-23 16:00:00,7792.76,114.45,466.17,35.39,7.56,21.48,18.08,97.48,2.63
NSW1,2024-11-23 17:00:00,8519.52,129.56,293.42,34.67,7.49,21.08,18.72,97.44,2.44
NSW1,2024-11-23 18:00:00,9047.06,221.27,138.73,33.42,7.76,20.59,20.46,97.43,2.11
NSW1,2024-11-23 19:00:00,8788.8,125.51,26.67,30.47,9.58,20.02,27.38,97.43,0.99
NSW1,2024-11-23 20:00:00,8377.26,191.9,0.0,27.11,8.84,17.98,31.62,97.46,1.07
NSW1,2024-11-23 21:00:00,7833.15,151.36,0.0,25.85,8.54,17.19,33.38,97.5,1.23
NSW1,2024-11-23 22:00:00,7542.33,181.42,0.0,24.85,8.5,16.67,35.28,97.53,1.34
NSW1,2024-11-23 23:00:00,7240.75,167.77,0.0,23.9,8.52,16.21,37.4,97.53,1.36
NSW1,2024-11-24 00:00:00,6880.26,161.91,0.0,23.01,8.58,15.8,39.61,97.49,1.32
NSW1,2024-11-24 01:00:00,6499.31,173.13,0.0,22.22,8.61,15.41,41.65,97.44,1.29
NSW1,2024-11-24 02:00:00,6319.38,134.18,0.0,21.56,8.64,15.1,43.42,97.43,1.34
NSW1,2024-11-24 03:00:00,6203.01,130.56,0.0,21.01,8.71,14.86,45.1,97.44,1.36
NSW1,2024-11-24 04:00:00,6195.69,117.14,0.0,20.44,8.78,14.61,46.98,97.45,1.28
NSW1,2024-11-24 05:00:00,6205.04,116.56,0.0,19.92,8.88,14.4,48.85,97.46,1.19
NSW1,2024-11-24 06:00:00,5857.94,35.88,75.88,20.43,9.23,14.83,48.44,97.47,1.16
NSW1,2024-11-24 07:00:00,5462.82,-21.48,271.17,23.58,9.57,16.58,40.94,97.48,2.45
NSW1,2024-11-24 08:00:00,5159.29,20.0,487.45,25.93,9.8,17.86,36.1,97.52,2.53
NSW1,2024-11-24 09:00:00,4736.04,-37.0,673.4,30.66,8.9,19.78,25.84,97.53,3.25
NSW1,2024-11-24 10:00:00,4729.75,-7.75,818.83,32.46,9.13,20.8,23.68,97.53,3.72
NSW1,2024-11-24 11:00:00,4870.31,-9.5,866.1,34.34,9.74,22.04,22.23,97.51,3.95
NSW1,2024-11-24 12:00:00,5296.47,56.34,920.03,35.54,10.3,22.92,21.59,97.45,4.05
NSW1,2024-11-24 13:00:00,6064.36,89.52,736.9,36.14,10.67,23.4,21.41,97.36,4.15
NSW1,2024-11-24 14:00:00,6621.92,117.9,667.45,36.51,10.98,23.74,21.4,97.29,4.25
NSW1,2024-11-24 15:00:00,7190.16,57.01,532.85,36.99,11.11,24.05,21.03,97.21,4.17
NSW1,2024-11-24 16:00:00,8085.75,171.37,386.95,36.84,11.06,23.95,21.13,97.13,3.88
NSW1,2024-11-24 17:00:00,9119.24,155.65,256.12,36.17,11.09,23.63,21.95,97.06,3.54
NSW1,2024-11-24 18:00:00,9280.24,308.45,135.23,34.78,11.37,23.08,24.17,97.02,3.09
NSW1,2024-11-24 19:00:00,9007.84,194.78,29.38,32.5,12.22,22.36,29.05,97.01,1.84
NSW1,2024-11-24 20:00:00,8723.96,167.34,0.0,30.48,12.36,21.42,32.87,97.02,1.95
NSW1,2024-11-24 21:00:00,8143.71,159.09,0.0,29.67,12.74,21.2,35.31,97.1,2.34
NSW1,2024-11-24 22:00:00,7652.93,145.98,0.0,28.57,13.24,20.9,38.88,97.17,2.03
NSW1,2024-11-24 23:00:00,7354.01,144.91,0.0,27.84,13.56,20.7,41.38,97.15,2.67
NSW1,2024-11-25 00:00:00,6979.14,147.2,0.0,27.11,13.86,20.48,44.03,97.11,3.25
NSW1,2024-11-25 01:00:00,6539.74,124.74,0.0,26.5,14.16,20.33,46.55,97.06,3.4
NSW1,2024-11-25 02:00:00,6381.64,124.88,0.0,26.12,14.37,20.24,48.27,97.04,3.03
NSW1,2024-11-25 03:00:00,6225.21,133.07,0.0,25.72,14.5,20.11,49.84,97.01,2.64
NSW1,2024-11-25 04:00:00,6507.27,199.99,0.0,25.26,14.59,19.93,51.5,97.0,2.74
NSW1,2024-11-25 05:00:00,6819.83,150.01,0.0,24.75,14.66,19.7,53.31,97.05,2.78
NSW1,2024-11-25 06:00:00,6903.1,86.14,62.2,24.3,14.65,19.48,54.8,97.1,2.84
NSW1,2024-11-25 07:00:00,7042.4,76.0,206.02,25.52,14.28,19.9,49.74,97.13,3.31
NSW1,2024-11-25 08:00:00,6535.5,50.02,379.27,28.62,13.0,20.81,38.17,97.16,3.95
NSW1,2024-11-25 09:00:00,6334.13,57.01,494.75,32.3,10.88,21.59,26.88,97.17,5.41
NSW1,2024-11-25 10:00:00,5984.66,-28.01,708.78,34.2,10.45,22.33,23.47,97.15,5.89
NSW1,2024-11-25 11:00:00,6075.96,110.13,736.1,35.58,10.51,23.05,21.81,97.11,5.86
NSW1,2024-11-25 12:00:00,6408.0,-28.01,729.47,36.59,10.74,23.67,20.97,97.04,5.76
NSW1,2024-11-25 13:00:00,6830.44,63.87,725.45,37.33,11.06,24.2,20.56,96.94,5.74
NSW1,2024-11-25 14:00:00,7684.58,132.12,734.72,37.67,11.33,24.5,20.57,96.86,5.89
NSW1,2024-11-25 15:00:00,8596.8,179.69,603.25,37.57,11.33,24.45,20.69,96.78,5.96
NSW1,2024-11-25 16:00:00,9663.26,154.0,474.5,36.98,11.01,23.99,20.91,96.74,5.84
NSW1,2024-11-25 17:00:00,10452.39,250.0,312.23,35.94,10.7,23.32,21.66,96.72,5.5
NSW1,2024-11-25 18:00:00,10333.96,587.46,157.18,34.75,10.72,22.73,23.16,96.72,4.9
NSW1,2024-11-25 19:00:00,9773.33,325.7,31.38,32.93,11.14,22.04,26.38,96.76,3.41
NSW1,2024-11-25 20:00:00,9203.65,209.8,0.0,30.97,11.22,21.09,29.63,96.81,2.14
NSW1,2024-11-25 21:00:00,8459.71,162.12,0.0,30.37,11.65,21.01,31.56,96.86,2.01
NSW1,2024-11-25 22:00:00,8086.82,221.06,0.0,29.34,13.06,21.2,36.78,96.91,1.72
NSW1,2024-11-25 23:00:00,7671.04,183.0,0.0,28.01,15.22,21.61,45.76,96.93,1.27
NSW1,2024-11-26 00:00:00,7315.86,260.81,0.0,26.61,16.56,21.58,54.11,96.92,0.77
NSW1,2024-11-26 01:00:00,6858.03,151.32,0.0,25.57,17.25,21.41,60.15,96.9,0.46
NSW1,2024-11-26 02:00:00,6535.75,149.14,0.0,24.79,17.54,21.16,64.14,96.9,0.38
NSW1,2024-11-26 03:00:00,6502.51,138.85,0.0,24.18,17.68,20.93,67.13,96.89,0.37
NSW1,2024-11-26 04:00:00,6652.71,138.92,0.0,23.7,17.72,20.71,69.26,96.9,0.39
NSW1,2024-11-26 05:00:00,6984.29,156.44,0.0,23.16,17.63,20.39,71.19,96.93,0.51
NSW1,2024-11-26 06:00:00,7246.93,86.86,59.8,23.3,17.08,20.19,68.16,96.97,0.93
NSW1,2024-11-26 07:00:00,7178.79,35.97,203.35,24.88,16.06,20.47,58.02,97.02,2.19
NSW1,2024-11-26 08:00:00,6896.91,7.36,373.5,26.92,15.5,21.21,49.62,97.06,2.84
NSW1,2024-11-26 09:00:00,6490.52,0.0,540.88,28.47,14.42,21.44,42.28,97.07,3.96
NSW1,2024-11-26 10:00:00,6559.78,56.16,648.85,29.55,13.62,21.58,37.67,97.07,4.83
NSW1,2024-11-26 11:00:00,6784.75,74.79,662.53,30.07,13.71,21.89,36.77,97.04,5.09
NSW1,2024-11-26 12:00:00,7273.18,83.89,682.8,30.64,14.24,22.44,36.83,96.99,5.05
NSW1,2024-11-26 13:00:00,8099.86,136.05,570.47,31.54,14.71,23.12,36.09,96.91,4.91
NSW1,2024-11-26 14:00:00,8625.04,254.89,307.62,32.11,14.88,23.49,35.33,96.83,4.86
NSW1,2024-11-26 15:00:00,9930.33,87.5,241.55,31.85,14.8,23.32,35.63,96.75,5.03
NSW1,2024-11-26 16:00:00,10951.62,193.99,298.3,30.79,15.28,23.04,39.08,96.74,4.75
NSW1,2024-11-26 17:00:00,11148.58,315.3,187.3,30.02,16.05,23.04,42.93,96.73,3.75
NSW1,2024-11-26 18:00:00,10760.88,873.15,85.28,29.67,16.45,23.06,44.94,96.74,2.37
NSW1,2024-11-26 19:00:00,10333.75,303.95,16.65,28.21,17.26,22.74,51.47,96.75,0.65
NSW1,2024-11-26 20:00:00,10134.25,220.75,0.0,27.04,17.52,22.28,55.98,96.76,0.45
NSW1,2024-11-26 21:00:00,9230.71,163.67,0.0,26.75,17.76,22.26,57.75,96.81,0.44
NSW1,2024-11-26 22:00:00,8721.47,299.98,0.0,25.59,18.11,21.85,63.24,96.88,1.35
NSW1,2024-11-26 23:00:00,8024.11,190.5,0.0,24.5,18.45,21.48,68.92,96.86,2.04
NSW1,2024-11-27 00:00:00,7638.48,129.05,0.0,23.62,18.57,21.1,73.22,96.77,2.01
NSW1,2024-11-27 01:00:00,7088.93,93.67,0.0,23.1,18.4,20.75,74.76,96.65,2.02
NSW1,2024-11-27 02:00:00,6746.94,87.5,0.0,23.12,17.88,20.5,72.33,96.55,2.6
NSW1,2024-11-27 03:00:00,6681.89,175.91,0.0,23.18,16.85,20.01,67.51,96.49,3.12
NSW1,2024-11-27 04:00:00,6746.78,150.01,0.0,22.72,15.41,19.06,63.32,96.49,2.84
NSW1,2024-11-27 05:00:00,7145.92,104.89,0.0,21.91,14.37,18.14,62.18,96.52,2.01
NSW1,2024-11-27 06:00:00,7422.85,80.0,40.05,21.6,14.7,18.15,64.8,96.62,2.18
NSW1,2024-11-27 07:00:00,7694.89,87.5,139.18,21.93,15.15,18.54,65.45,96.74,2.61
NSW1,2024-11-27 08:00:00,7619.82,78.76,259.2,22.83,15.37,19.1,62.83,96.8,3.43
NSW1,2024-11-27 09:00:00,7547.24,110.02,326.33,22.74,16.58,19.66,68.22,96.87,4.19
NSW1,2024-11-27 10:00:00,7616.01,65.93,294.92,22.9,17.62,20.26,72.11,96.88,5.06
NSW1,2024-11-27 11:00:00,8280.29,80.0,202.93,24.44,17.71,21.08,66.09,96.89,5.87
NSW1,2024-11-27 12:00:00,8360.48,80.0,231.18,24.92,18.03,21.48,65.53,96.88,6.14
NSW1,2024-11-27 13:00:00,9539.95,436.11,365.05,24.65,18.57,21.61,68.86,96.88,6.06
NSW1,2024-11-27 14:00:00,9764.98,378.18,271.67,25.05,18.68,21.86,67.69,96.84,5.74
NSW1,2024-11-27 15:00:00,10955.88,17500.0,266.6,25.43,18.58,22.01,65.74,96.82,5.57
NSW1,2024-11-27 16:00:00,10695.04,325.02,161.7,25.63,18.6,22.11,65.04,96.8,5.5
NSW1,2024-11-27 17:00:00,10760.35,318.8,228.32,25.45,18.65,22.05,65.96,96.77,5.21
NSW1,2024-11-27 18:00:00,10660.16,2154.42,135.45,24.85,18.79,21.82,68.96,96.8,4.76
NSW1,2024-11-27 19:00:00,10271.17,299.99,32.33,23.76,19.01,21.39,74.64,96.85,3.94
NSW1,2024-11-27 20:00:00,10113.15,299.99,0.0,22.22,19.14,20.68,82.55,96.9,2.83
NSW1,2024-11-27 21:00:00,9325.8,160.61,0.0,21.19,19.03,20.11,87.35,96.95,2.51
NSW1,2024-11-27 22:00:00,8728.73,199.9,0.0,20.55,18.74,19.64,89.24,96.98,2.69
